DMNS_3132	-0.161000388	0.091451944
DMNS_3133	-0.158648339	0.099967785
DMNS_3134	-0.15662544	0.088825605
DMNS_3135	-0.165427837	0.098509238
DMNS_3168	-0.151221898	0.073969542
DMNS_3182	-0.159042341	0.091228472
DMNS_4070	-0.161887648	0.08419006
DMNS_4086	-0.155297178	0.077834118
DMNS_4087	-0.159302656	0.090515154
DMNS_4089	-0.160708667	0.083422304
DMNS_1704	0.035646269	-0.041772315
DMNS_5680	-0.004029656	-0.257395933
DMNS_5681	0.011513611	-0.275120313
DMNS_5682	-0.000903497	-0.259551946
DMNS_1179	-0.150311747	0.074857035
DMNS_3112	0.042425859	-0.04427517
DMNS_1705	0.039275588	-0.040566319
DMNS_1776	0.038197506	-0.078347994
DMNS_5677	0.004252603	-0.253148235
DMNS_3114	-0.154827907	0.096378614
DMNS_3115	-0.152671069	0.087048528
DMNS_3122	-0.153336029	0.09081509
DMNS_5676	0.000420503	-0.243702835
DMNS_1679	-0.134843921	0.076936192
DMNS_1774	0.033387745	-0.046253317
DMNS_1775	0.033332737	-0.073337724
DMNS_3128	-0.153816524	0.099942459
DMNS_3129	0.049316629	-0.047992362
DMNS_3138	0.007148361	-0.22793216
DMNS_4088	-0.166121158	0.091808061
DMNS_5736	-0.127820959	0.058681429
DMNS_18790	0.150131593	0.060664787
DMNS_18799	0.190651585	0.127791568
DMNS_18800	0.182400476	0.120124203
DMNS_18801	0.15324658	0.076554535
DMNS_18802	0.167673508	0.101542628
DMNS_18803	0.083963894	-0.004158572
DMNS_18804	0.180596991	0.101487011
DMNS_18805	0.172987018	0.094391657
DMNS_18806	0.175092309	0.098346686
DMNS_18807	0.194480661	0.110326376
DMNS_18808	0.064050856	-0.024186245
DMNS_18791	0.183546601	0.089206117
DMNS_18792	0.165833067	0.095831131
DMNS_18793	0.075864935	-0.019439945
DMNS_18794	0.16170538	0.085972814
DMNS_18795	0.14360782	0.076221399
DMNS_18796	0.165998118	0.092721361
DMNS_18797	0.178804636	0.106952192
DMNS_18798	0.196611571	0.131867225
DMNS_2245	-0.113110557	0.03365404
DMNS_3109	0.007115218	-0.24224464
DMNS_3120	-0.112279742	0.021924994
DMNS_3141	0.011383481	-0.228124849
DMNS_3146	-0.100476448	-0.007996898
DMNS_3163	-0.111665625	0.054270498
DMNS_4312	0.008589082	-0.238220042
DMNS_4313	-0.076747798	-0.047434133
DMNS_4319	0.004499543	-0.233149704
DMNS_5678	-0.072450169	-0.060533377
DMNS_5679	-0.000750569	-0.254221903
